2020-06-24 11:50:06,841 p=1217 u=admin n=ansible | PLAY [harden server] ********************************************************************************************************************
2020-06-24 11:50:41,743 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=sC00_PAT_ans)
2020-06-24 11:50:42,304 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=wongyl)
2020-06-24 11:50:42,846 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=test)
2020-06-24 11:50:43,353 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=sF00_PAT_ad)
2020-06-24 11:50:43,948 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=ervinm)
2020-06-24 11:50:44,529 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=ahsanj)
2020-06-24 11:50:45,089 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=karthi)
2020-06-24 11:50:45,626 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=kwokng)
2020-06-24 11:50:46,169 p=1217 u=admin n=ansible | ok: [giavesmtfs001] => (item=senthi)
2020-06-24 11:50:46,220 p=1217 u=admin n=ansible | TASK [RHEL7-CIS : PRELIM | List all users] **********************************************************************************************
2020-06-24 11:50:46,389 p=1217 u=admin n=ansible | ok: [gibvrssppq001]
2020-06-24 11:50:46,434 p=1217 u=admin n=ansible | ok: [GIAVRSSPPQ001]
2020-06-24 11:50:46,591 p=1217 u=admin n=ansible | ok: [GIAVRSSPRE002]
2020-06-24 11:50:46,660 p=1217 u=admin n=ansible | ok: [giavesmtfs003]
2020-06-24 11:50:46,711 p=1217 u=admin n=ansible | ok: [giavrsspre003]
2020-06-24 11:50:46,718 p=1217 u=admin n=ansible | ok: [giavrsmtas001]
2020-06-24 11:50:46,740 p=1217 u=admin n=ansible | ok: [giavesmtfs001]
2020-06-24 11:50:46,767 p=1217 u=admin n=ansible | ok: [giavrsmtfs001]
2020-06-24 11:50:46,804 p=1217 u=admin n=ansible | TASK [RHEL7-CIS : PRELIM | Gather accounts with empty password fields] ******************************************************************
2020-06-24 11:50:47,373 p=1217 u=admin n=ansible | ok: [gibvrssppq001]
2020-06-24 11:50:47,458 p=1217 u=admin n=ansible | ok: [GIAVRSSPPQ001]
2020-06-24 11:50:47,605 p=1217 u=admin n=ansible | ok: [GIAVRSSPRE002]
2020-06-24 11:50:47,630 p=1217 u=admin n=ansible | ok: [giavrsmtas001]
2020-06-24 11:50:47,706 p=1217 u=admin n=ansible | ok: [giavrsspre003]
